task_id,domain,difficulty,model,agent,provider,provider_model,parse_status,json_repair_strategy,json_repair_attempts,llm_error,parsed,fallback,attempts,latency_s,prompt_chars,raw_output_chars,prompt_tokens,completion_tokens,total_tokens
email_116,email,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
email_117,email,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
email_118,email,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
email_119,email,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
email_120,email,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_021,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_022,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_023,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_024,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_025,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_026,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
crm_workflow_116,crm_workflow,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_028,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_029,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_030,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_031,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_032,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_033,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_034,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_035,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_036,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_037,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_038,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_039,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_040,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_041,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_042,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_043,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
email_097,email,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_045,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_046,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_047,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_048,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_049,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_050,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_051,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_052,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_053,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_054,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_055,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_056,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
email_066,email,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_058,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_059,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_060,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_061,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_062,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_063,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_064,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_065,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_066,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_067,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_068,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
email_112,email,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_070,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_071,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_072,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_073,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_074,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_075,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_076,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_077,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_078,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_079,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_080,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_081,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
email_081,email,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_083,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_084,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_085,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_086,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_087,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_088,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_089,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_090,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_091,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_092,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_093,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_094,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_095,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_027,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_097,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_098,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_099,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_100,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_101,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_102,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_103,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_104,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_105,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_106,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_107,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_108,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_109,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_057,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_111,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_112,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_113,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_114,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_115,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_116,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_117,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_118,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_119,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_120,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_021,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_022,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_023,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_044,file_doc,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_025,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_026,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_027,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_028,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_029,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_030,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_031,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_032,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_033,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_034,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_035,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_036,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_037,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_038,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_039,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_040,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_042,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_043,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_044,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_045,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_046,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_047,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_048,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_049,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_050,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_051,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_052,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_069,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_054,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_055,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_056,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_057,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_058,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_059,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_060,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_061,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_062,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_063,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
crm_workflow_102,crm_workflow,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_065,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_066,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_067,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_068,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_069,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_070,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_071,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_072,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_073,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_074,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_075,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_076,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_077,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_024,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_079,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_080,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_081,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_082,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_083,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_084,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_085,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_086,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_087,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_088,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_089,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_090,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_091,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_092,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_096,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_094,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_095,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_096,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_097,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_098,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_099,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_064,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_101,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_102,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_103,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_104,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_105,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_106,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_107,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_108,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_109,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_110,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_093,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_112,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_113,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_114,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_115,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_116,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_117,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_118,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_119,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_120,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
crm_workflow_045,crm_workflow,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_111,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_110,file_doc,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_078,sheet_db,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_053,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_100,sheet_db,L4,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
sheet_db_041,sheet_db,L2,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
file_doc_082,file_doc,L3,mock,oracle_spec,mock,mock,missing,,0,,False,False,,,,,,,
