task_id,domain,split,difficulty,task_pattern,scenario_id,criterion_signature,donespec_signature,mutation_signature
calendar_070,calendar,test,L3,calendar_schedule_sync,xenon_incident,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_071,calendar,test,L3,calendar_reschedule_review,xenon_incident,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_072,calendar,test,L3,calendar_focus_block,xenon_incident,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_073,calendar,test,L3,calendar_schedule_sync,yarrow_forecast,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_074,calendar,test,L3,calendar_reschedule_review,yarrow_forecast,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_075,calendar,test,L3,calendar_focus_block,yarrow_forecast,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_076,calendar,test,L3,calendar_schedule_sync,zenith_contract,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_077,calendar,test,L3,calendar_reschedule_review,zenith_contract,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_078,calendar,test,L3,calendar_focus_block,zenith_contract,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_079,calendar,test,L3,calendar_schedule_sync,aurora_rollout,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_080,calendar,test,L3,calendar_reschedule_review,aurora_rollout,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_081,calendar,test,L3,calendar_focus_block,aurora_rollout,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_082,calendar,test,L3,calendar_schedule_sync,beacon_renewal,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_083,calendar,test,L3,calendar_reschedule_review,beacon_renewal,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_084,calendar,test,L3,calendar_focus_block,beacon_renewal,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_085,calendar,test,L3,calendar_schedule_sync,cedar_migration,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_086,calendar,test,L3,calendar_reschedule_review,cedar_migration,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_087,calendar,test,L3,calendar_focus_block,cedar_migration,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_088,calendar,test,L3,calendar_schedule_sync,delta_pricing,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_089,calendar,test,L3,calendar_reschedule_review,delta_pricing,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_090,calendar,test,L3,calendar_focus_block,delta_pricing,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
calendar_091,calendar,test,L3,calendar_schedule_sync,ember_followup,"[[""success"", ""state"", ""exists"", ""calendar.inspect_state""], [""success"", ""communication"", ""contains"", ""calendar.check_constraints""], [""success"", ""state"", ""equals"", ""calendar.inspect_state""], [""success"", ""state"", ""equals"", ""calendar.check_constraints""], [""success"", ""communication"", ""exists"", ""send_invites""], [""failure"", ""confirmation"", ""before"", ""confirm""], [""failure"", ""no_side_effect"", ""not_contains"", ""calendar.inspect_state""], [""required_observation"", ""action"", ""exists"", ""calendar.inspect_state""], [""required_observation"", ""policy"", ""exists"", ""calendar.check_constraints""], [""success"", ""artifact"", ""equals"", ""calendar.inspect_state""], [""failure"", ""integrity"", ""equals"", ""calendar.check_constraints""], [""success"", ""permission"", ""equals"", ""calendar.check_constraints""], [""success"", ""temporal"", ""equals"", ""calendar.check_constraints""]]","{""all"": [[""exists""], [""exists""], [""within""], {""any"": [{""all"": [[""equals""], [""equals""], [""permission_ok""], [""equals""]]}, {""all"": [[""equals""], [""permission_ok""], [""equals""], [""equals""]]}]}, [""no_conflict""], [""confirmed_by_user""], [""policy_satisfied""], [""sent""], [""not_modified""]]}",conflict_injection|participant_omission|policy_confirmation_missing|terminal_state_incomplete|unrelated_side_effect
