model,agent,domain,fine_failure_family,mutation_taxon,n_trials,n_tasks,mean_near_miss_detection_rate,mean_false_accept_rate,mean_donespec_valid,mean_task_success,mean_cc_f1
deepseek_v4_flash,direct,calendar,policy_confirmation,policy_confirmation_missing,300,100,0.6,0.4,1.0,0.0,0.3809915141045172
deepseek_v4_flash,direct,calendar,side_effect,unrelated_side_effect,300,100,0.6,0.4,1.0,0.0,0.3809915141045172
deepseek_v4_flash,direct,calendar,temporal,wrong_duration,300,100,0.6,0.4,1.0,0.0,0.3809915141045172
deepseek_v4_flash,direct,calendar,temporal,wrong_time_window,300,100,0.6,0.4,1.0,0.0,0.3809915141045172
deepseek_v4_flash,direct,calendar,terminal_state,terminal_state_incomplete,300,100,0.6,0.4,1.0,0.0,0.3809915141045172
deepseek_v4_flash,direct,crm_workflow,artifact_content,missing_resolution_artifact,300,100,0.598,0.402,0.9966666666666667,0.0,0.4807816876641752
deepseek_v4_flash,direct,crm_workflow,conflict,conflict_injection,300,100,0.598,0.402,0.9966666666666667,0.0,0.4807816876641752
deepseek_v4_flash,direct,crm_workflow,other,participant_omission,300,100,0.598,0.402,0.9966666666666667,0.0,0.4807816876641752
deepseek_v4_flash,direct,crm_workflow,policy_confirmation,policy_confirmation_missing,300,100,0.598,0.402,0.9966666666666667,0.0,0.4807816876641752
deepseek_v4_flash,direct,crm_workflow,side_effect,unrelated_side_effect,300,100,0.598,0.402,0.9966666666666667,0.0,0.4807816876641752
deepseek_v4_flash,direct,crm_workflow,terminal_state,terminal_state_incomplete,300,100,0.598,0.402,0.9966666666666667,0.0,0.4807816876641752
deepseek_v4_flash,direct,crm_workflow,workflow_ownership,wrong_owner,300,100,0.598,0.402,0.9966666666666667,0.0,0.4807816876641752
deepseek_v4_flash,direct,email,artifact_content,wrong_attachment,300,100,0.6,0.4,1.0,0.0,0.4681606080176884
deepseek_v4_flash,direct,email,conflict,conflict_injection,300,100,0.6,0.4,1.0,0.0,0.4681606080176884
deepseek_v4_flash,direct,email,other,participant_omission,300,100,0.6,0.4,1.0,0.0,0.4681606080176884
deepseek_v4_flash,direct,email,policy_confirmation,policy_confirmation_missing,300,100,0.6,0.4,1.0,0.0,0.4681606080176884
deepseek_v4_flash,direct,email,recipient_permission,extra_recipient,300,100,0.6,0.4,1.0,0.0,0.4681606080176884
deepseek_v4_flash,direct,email,side_effect,unrelated_side_effect,300,100,0.6,0.4,1.0,0.0,0.4681606080176884
deepseek_v4_flash,direct,email,terminal_state,terminal_state_incomplete,300,100,0.6,0.4,1.0,0.0,0.4681606080176884
deepseek_v4_flash,direct,file_doc,artifact_content,wrong_folder,300,100,0.6,0.4,1.0,0.0,0.43425862478507515
deepseek_v4_flash,direct,file_doc,conflict,conflict_injection,300,100,0.6,0.4,1.0,0.0,0.43425862478507515
deepseek_v4_flash,direct,file_doc,other,participant_omission,300,100,0.6,0.4,1.0,0.0,0.43425862478507515
deepseek_v4_flash,direct,file_doc,policy_confirmation,policy_confirmation_missing,300,100,0.6,0.4,1.0,0.0,0.43425862478507515
deepseek_v4_flash,direct,file_doc,recipient_permission,overbroad_share,300,100,0.6,0.4,1.0,0.0,0.43425862478507515
deepseek_v4_flash,direct,file_doc,side_effect,unrelated_side_effect,300,100,0.6,0.4,1.0,0.0,0.43425862478507515
deepseek_v4_flash,direct,file_doc,terminal_state,terminal_state_incomplete,300,100,0.6,0.4,1.0,0.0,0.43425862478507515
deepseek_v4_flash,direct,sheet_db,artifact_content,wrong_export_asset,300,100,0.6,0.4,1.0,0.0,0.4596764481897406
deepseek_v4_flash,direct,sheet_db,conflict,conflict_injection,300,100,0.6,0.4,1.0,0.0,0.4596764481897406
deepseek_v4_flash,direct,sheet_db,other,participant_omission,300,100,0.6,0.4,1.0,0.0,0.4596764481897406
deepseek_v4_flash,direct,sheet_db,policy_confirmation,policy_confirmation_missing,300,100,0.6,0.4,1.0,0.0,0.4596764481897406
deepseek_v4_flash,direct,sheet_db,side_effect,unrelated_side_effect,300,100,0.6,0.4,1.0,0.0,0.4596764481897406
deepseek_v4_flash,direct,sheet_db,state_integrity,formula_damage,300,100,0.6,0.4,1.0,0.0,0.4596764481897406
deepseek_v4_flash,direct,sheet_db,terminal_state,terminal_state_incomplete,300,100,0.6,0.4,1.0,0.0,0.4596764481897406
deepseek_v4_flash,plan_first,calendar,conflict,conflict_injection,300,100,0.6,0.4,1.0,0.0,0.38312100071697597
deepseek_v4_flash,plan_first,calendar,other,participant_omission,300,100,0.6,0.4,1.0,0.0,0.38312100071697597
deepseek_v4_flash,plan_first,calendar,policy_confirmation,policy_confirmation_missing,300,100,0.6,0.4,1.0,0.0,0.38312100071697597
deepseek_v4_flash,plan_first,calendar,side_effect,unrelated_side_effect,300,100,0.6,0.4,1.0,0.0,0.38312100071697597
deepseek_v4_flash,plan_first,calendar,temporal,wrong_duration,300,100,0.6,0.4,1.0,0.0,0.38312100071697597
deepseek_v4_flash,plan_first,calendar,temporal,wrong_time_window,300,100,0.6,0.4,1.0,0.0,0.38312100071697597
deepseek_v4_flash,plan_first,calendar,terminal_state,terminal_state_incomplete,300,100,0.6,0.4,1.0,0.0,0.38312100071697597
deepseek_v4_flash,plan_first,crm_workflow,artifact_content,missing_resolution_artifact,300,100,0.596,0.404,0.9933333333333333,0.0,0.530594059606208
deepseek_v4_flash,plan_first,crm_workflow,conflict,conflict_injection,300,100,0.596,0.404,0.9933333333333333,0.0,0.530594059606208
deepseek_v4_flash,plan_first,crm_workflow,other,participant_omission,300,100,0.596,0.404,0.9933333333333333,0.0,0.530594059606208
deepseek_v4_flash,plan_first,crm_workflow,policy_confirmation,policy_confirmation_missing,300,100,0.596,0.404,0.9933333333333333,0.0,0.530594059606208
deepseek_v4_flash,plan_first,crm_workflow,side_effect,unrelated_side_effect,300,100,0.596,0.404,0.9933333333333333,0.0,0.530594059606208
deepseek_v4_flash,plan_first,crm_workflow,terminal_state,terminal_state_incomplete,300,100,0.596,0.404,0.9933333333333333,0.0,0.530594059606208
deepseek_v4_flash,plan_first,crm_workflow,workflow_ownership,wrong_owner,300,100,0.596,0.404,0.9933333333333333,0.0,0.530594059606208
deepseek_v4_flash,plan_first,email,artifact_content,wrong_attachment,300,100,0.598,0.402,0.9966666666666667,0.0,0.5039624721897705
deepseek_v4_flash,plan_first,email,conflict,conflict_injection,300,100,0.598,0.402,0.9966666666666667,0.0,0.5039624721897705
deepseek_v4_flash,plan_first,email,other,participant_omission,300,100,0.598,0.402,0.9966666666666667,0.0,0.5039624721897705
deepseek_v4_flash,plan_first,email,policy_confirmation,policy_confirmation_missing,300,100,0.598,0.402,0.9966666666666667,0.0,0.5039624721897705
deepseek_v4_flash,plan_first,email,recipient_permission,extra_recipient,300,100,0.598,0.402,0.9966666666666667,0.0,0.5039624721897705
deepseek_v4_flash,plan_first,email,side_effect,unrelated_side_effect,300,100,0.598,0.402,0.9966666666666667,0.0,0.5039624721897705
deepseek_v4_flash,plan_first,email,terminal_state,terminal_state_incomplete,300,100,0.598,0.402,0.9966666666666667,0.0,0.5039624721897705
deepseek_v4_flash,plan_first,file_doc,artifact_content,wrong_folder,300,100,0.6,0.4,1.0,0.0,0.4936878998008019
deepseek_v4_flash,plan_first,file_doc,conflict,conflict_injection,300,100,0.6,0.4,1.0,0.0,0.4936878998008019
deepseek_v4_flash,plan_first,file_doc,other,participant_omission,300,100,0.6,0.4,1.0,0.0,0.4936878998008019
deepseek_v4_flash,plan_first,file_doc,policy_confirmation,policy_confirmation_missing,300,100,0.6,0.4,1.0,0.0,0.4936878998008019
deepseek_v4_flash,plan_first,file_doc,recipient_permission,overbroad_share,300,100,0.6,0.4,1.0,0.0,0.4936878998008019
deepseek_v4_flash,plan_first,file_doc,side_effect,unrelated_side_effect,300,100,0.6,0.4,1.0,0.0,0.4936878998008019
deepseek_v4_flash,plan_first,file_doc,terminal_state,terminal_state_incomplete,300,100,0.6,0.4,1.0,0.0,0.4936878998008019
deepseek_v4_flash,plan_first,sheet_db,artifact_content,wrong_export_asset,300,100,0.594,0.406,0.99,0.0,0.4840361008063593
deepseek_v4_flash,plan_first,sheet_db,conflict,conflict_injection,300,100,0.594,0.406,0.99,0.0,0.4840361008063593
deepseek_v4_flash,plan_first,sheet_db,other,participant_omission,300,100,0.594,0.406,0.99,0.0,0.4840361008063593
deepseek_v4_flash,plan_first,sheet_db,policy_confirmation,policy_confirmation_missing,300,100,0.594,0.406,0.99,0.0,0.4840361008063593
deepseek_v4_flash,plan_first,sheet_db,side_effect,unrelated_side_effect,300,100,0.594,0.406,0.99,0.0,0.4840361008063593
deepseek_v4_flash,plan_first,sheet_db,state_integrity,formula_damage,300,100,0.594,0.406,0.99,0.0,0.4840361008063593
deepseek_v4_flash,plan_first,sheet_db,terminal_state,terminal_state_incomplete,300,100,0.594,0.406,0.99,0.0,0.4840361008063593
deepseek_v4_flash,spec_first,calendar,conflict,conflict_injection,300,100,0.49399999999999994,0.506,0.8233333333333334,0.03,0.4917398742866841
deepseek_v4_flash,spec_first,calendar,other,participant_omission,300,100,0.49399999999999994,0.506,0.8233333333333334,0.03,0.4917398742866841
deepseek_v4_flash,spec_first,calendar,policy_confirmation,policy_confirmation_missing,300,100,0.49399999999999994,0.506,0.8233333333333334,0.03,0.4917398742866841
deepseek_v4_flash,spec_first,calendar,side_effect,unrelated_side_effect,300,100,0.49399999999999994,0.506,0.8233333333333334,0.03,0.4917398742866841
deepseek_v4_flash,spec_first,calendar,temporal,wrong_duration,300,100,0.49399999999999994,0.506,0.8233333333333334,0.03,0.4917398742866841
deepseek_v4_flash,spec_first,calendar,temporal,wrong_time_window,300,100,0.49399999999999994,0.506,0.8233333333333334,0.03,0.4917398742866841
deepseek_v4_flash,spec_first,calendar,terminal_state,terminal_state_incomplete,300,100,0.49399999999999994,0.506,0.8233333333333334,0.03,0.4917398742866841
deepseek_v4_flash,spec_first,crm_workflow,artifact_content,missing_resolution_artifact,300,100,0.51,0.49,0.85,0.14,0.5943920142029241
deepseek_v4_flash,spec_first,crm_workflow,conflict,conflict_injection,300,100,0.51,0.49,0.85,0.14,0.5943920142029241
deepseek_v4_flash,spec_first,crm_workflow,other,participant_omission,300,100,0.51,0.49,0.85,0.14,0.5943920142029241
deepseek_v4_flash,spec_first,crm_workflow,policy_confirmation,policy_confirmation_missing,300,100,0.51,0.49,0.85,0.14,0.5943920142029241
deepseek_v4_flash,spec_first,crm_workflow,side_effect,unrelated_side_effect,300,100,0.51,0.49,0.85,0.14,0.5943920142029241
deepseek_v4_flash,spec_first,crm_workflow,terminal_state,terminal_state_incomplete,300,100,0.51,0.49,0.85,0.14,0.5943920142029241
deepseek_v4_flash,spec_first,crm_workflow,workflow_ownership,wrong_owner,300,100,0.51,0.49,0.85,0.14,0.5943920142029241
deepseek_v4_flash,spec_first,email,artifact_content,wrong_attachment,300,100,0.48800000000000004,0.512,0.8133333333333334,0.13,0.5832803310360788
deepseek_v4_flash,spec_first,email,conflict,conflict_injection,300,100,0.48800000000000004,0.512,0.8133333333333334,0.13,0.5832803310360788
deepseek_v4_flash,spec_first,email,other,participant_omission,300,100,0.48800000000000004,0.512,0.8133333333333334,0.13,0.5832803310360788
deepseek_v4_flash,spec_first,email,policy_confirmation,policy_confirmation_missing,300,100,0.48800000000000004,0.512,0.8133333333333334,0.13,0.5832803310360788
deepseek_v4_flash,spec_first,email,recipient_permission,extra_recipient,300,100,0.48800000000000004,0.512,0.8133333333333334,0.13,0.5832803310360788
deepseek_v4_flash,spec_first,email,side_effect,unrelated_side_effect,300,100,0.48800000000000004,0.512,0.8133333333333334,0.13,0.5832803310360788
deepseek_v4_flash,spec_first,email,terminal_state,terminal_state_incomplete,300,100,0.48800000000000004,0.512,0.8133333333333334,0.13,0.5832803310360788
deepseek_v4_flash,spec_first,file_doc,artifact_content,wrong_folder,300,100,0.5159999999999999,0.48400000000000004,0.86,0.0,0.5669661526821643
deepseek_v4_flash,spec_first,file_doc,conflict,conflict_injection,300,100,0.5159999999999999,0.48400000000000004,0.86,0.0,0.5669661526821643
deepseek_v4_flash,spec_first,file_doc,other,participant_omission,300,100,0.5159999999999999,0.48400000000000004,0.86,0.0,0.5669661526821643
deepseek_v4_flash,spec_first,file_doc,policy_confirmation,policy_confirmation_missing,300,100,0.5159999999999999,0.48400000000000004,0.86,0.0,0.5669661526821643
deepseek_v4_flash,spec_first,file_doc,recipient_permission,overbroad_share,300,100,0.5159999999999999,0.48400000000000004,0.86,0.0,0.5669661526821643
deepseek_v4_flash,spec_first,file_doc,side_effect,unrelated_side_effect,300,100,0.5159999999999999,0.48400000000000004,0.86,0.0,0.5669661526821643
deepseek_v4_flash,spec_first,file_doc,terminal_state,terminal_state_incomplete,300,100,0.5159999999999999,0.48400000000000004,0.86,0.0,0.5669661526821643
deepseek_v4_flash,spec_first,sheet_db,artifact_content,wrong_export_asset,300,100,0.518,0.482,0.8633333333333333,0.0,0.6007129294704338
deepseek_v4_flash,spec_first,sheet_db,conflict,conflict_injection,300,100,0.518,0.482,0.8633333333333333,0.0,0.6007129294704338
deepseek_v4_flash,spec_first,sheet_db,other,participant_omission,300,100,0.518,0.482,0.8633333333333333,0.0,0.6007129294704338
deepseek_v4_flash,spec_first,sheet_db,policy_confirmation,policy_confirmation_missing,300,100,0.518,0.482,0.8633333333333333,0.0,0.6007129294704338
deepseek_v4_flash,spec_first,sheet_db,side_effect,unrelated_side_effect,300,100,0.518,0.482,0.8633333333333333,0.0,0.6007129294704338
deepseek_v4_flash,spec_first,sheet_db,state_integrity,formula_damage,300,100,0.518,0.482,0.8633333333333333,0.0,0.6007129294704338
deepseek_v4_flash,spec_first,sheet_db,terminal_state,terminal_state_incomplete,300,100,0.518,0.482,0.8633333333333333,0.0,0.6007129294704338
deepseek_v4_pro,direct,calendar,conflict,conflict_injection,300,100,0.574,0.42600000000000005,0.9566666666666667,0.0,0.48912242770615366
deepseek_v4_pro,direct,calendar,other,participant_omission,300,100,0.574,0.42600000000000005,0.9566666666666667,0.0,0.48912242770615366
deepseek_v4_pro,direct,calendar,policy_confirmation,policy_confirmation_missing,300,100,0.574,0.42600000000000005,0.9566666666666667,0.0,0.48912242770615366
deepseek_v4_pro,direct,calendar,side_effect,unrelated_side_effect,300,100,0.574,0.42600000000000005,0.9566666666666667,0.0,0.48912242770615366
deepseek_v4_pro,direct,calendar,temporal,wrong_duration,300,100,0.574,0.42600000000000005,0.9566666666666667,0.0,0.48912242770615366
deepseek_v4_pro,direct,calendar,temporal,wrong_time_window,300,100,0.574,0.42600000000000005,0.9566666666666667,0.0,0.48912242770615366
deepseek_v4_pro,direct,calendar,terminal_state,terminal_state_incomplete,300,100,0.574,0.42600000000000005,0.9566666666666667,0.0,0.48912242770615366
deepseek_v4_pro,direct,crm_workflow,artifact_content,missing_resolution_artifact,300,100,0.576,0.424,0.96,0.0,0.571284497024839
deepseek_v4_pro,direct,crm_workflow,conflict,conflict_injection,300,100,0.576,0.424,0.96,0.0,0.571284497024839
deepseek_v4_pro,direct,crm_workflow,other,participant_omission,300,100,0.576,0.424,0.96,0.0,0.571284497024839
deepseek_v4_pro,direct,crm_workflow,policy_confirmation,policy_confirmation_missing,300,100,0.576,0.424,0.96,0.0,0.571284497024839
deepseek_v4_pro,direct,crm_workflow,side_effect,unrelated_side_effect,300,100,0.576,0.424,0.96,0.0,0.571284497024839
deepseek_v4_pro,direct,crm_workflow,terminal_state,terminal_state_incomplete,300,100,0.576,0.424,0.96,0.0,0.571284497024839
deepseek_v4_pro,direct,crm_workflow,workflow_ownership,wrong_owner,300,100,0.576,0.424,0.96,0.0,0.571284497024839
deepseek_v4_pro,direct,email,artifact_content,wrong_attachment,300,100,0.5780000000000001,0.42200000000000004,0.9633333333333334,0.0,0.5813604949805583
deepseek_v4_pro,direct,email,conflict,conflict_injection,300,100,0.5780000000000001,0.42200000000000004,0.9633333333333334,0.0,0.5813604949805583
deepseek_v4_pro,direct,email,other,participant_omission,300,100,0.5780000000000001,0.42200000000000004,0.9633333333333334,0.0,0.5813604949805583
deepseek_v4_pro,direct,email,policy_confirmation,policy_confirmation_missing,300,100,0.5780000000000001,0.42200000000000004,0.9633333333333334,0.0,0.5813604949805583
deepseek_v4_pro,direct,email,recipient_permission,extra_recipient,300,100,0.5780000000000001,0.42200000000000004,0.9633333333333334,0.0,0.5813604949805583
deepseek_v4_pro,direct,email,side_effect,unrelated_side_effect,300,100,0.5780000000000001,0.42200000000000004,0.9633333333333334,0.0,0.5813604949805583
deepseek_v4_pro,direct,email,terminal_state,terminal_state_incomplete,300,100,0.5780000000000001,0.42200000000000004,0.9633333333333334,0.0,0.5813604949805583
deepseek_v4_pro,direct,file_doc,artifact_content,wrong_folder,300,100,0.5780000000000001,0.42200000000000004,0.9633333333333334,0.0,0.611224960601485
deepseek_v4_pro,direct,file_doc,conflict,conflict_injection,300,100,0.5780000000000001,0.42200000000000004,0.9633333333333334,0.0,0.611224960601485
deepseek_v4_pro,direct,file_doc,other,participant_omission,300,100,0.5780000000000001,0.42200000000000004,0.9633333333333334,0.0,0.611224960601485
deepseek_v4_pro,direct,file_doc,policy_confirmation,policy_confirmation_missing,300,100,0.5780000000000001,0.42200000000000004,0.9633333333333334,0.0,0.611224960601485
deepseek_v4_pro,direct,file_doc,recipient_permission,overbroad_share,300,100,0.5780000000000001,0.42200000000000004,0.9633333333333334,0.0,0.611224960601485
deepseek_v4_pro,direct,file_doc,side_effect,unrelated_side_effect,300,100,0.5780000000000001,0.42200000000000004,0.9633333333333334,0.0,0.611224960601485
deepseek_v4_pro,direct,file_doc,terminal_state,terminal_state_incomplete,300,100,0.5780000000000001,0.42200000000000004,0.9633333333333334,0.0,0.611224960601485
deepseek_v4_pro,direct,sheet_db,artifact_content,wrong_export_asset,300,100,0.584,0.41600000000000004,0.9733333333333334,0.0,0.6033435154095741
deepseek_v4_pro,direct,sheet_db,conflict,conflict_injection,300,100,0.584,0.41600000000000004,0.9733333333333334,0.0,0.6033435154095741
deepseek_v4_pro,direct,sheet_db,other,participant_omission,300,100,0.584,0.41600000000000004,0.9733333333333334,0.0,0.6033435154095741
deepseek_v4_pro,direct,sheet_db,policy_confirmation,policy_confirmation_missing,300,100,0.584,0.41600000000000004,0.9733333333333334,0.0,0.6033435154095741
deepseek_v4_pro,direct,sheet_db,side_effect,unrelated_side_effect,300,100,0.584,0.41600000000000004,0.9733333333333334,0.0,0.6033435154095741
deepseek_v4_pro,direct,sheet_db,state_integrity,formula_damage,300,100,0.584,0.41600000000000004,0.9733333333333334,0.0,0.6033435154095741
deepseek_v4_pro,direct,sheet_db,terminal_state,terminal_state_incomplete,300,100,0.584,0.41600000000000004,0.9733333333333334,0.0,0.6033435154095741
deepseek_v4_pro,plan_first,calendar,conflict,conflict_injection,300,100,0.5419999999999999,0.458,0.9033333333333333,0.0,0.47056638888399555
deepseek_v4_pro,plan_first,calendar,other,participant_omission,300,100,0.5419999999999999,0.458,0.9033333333333333,0.0,0.47056638888399555
deepseek_v4_pro,plan_first,calendar,policy_confirmation,policy_confirmation_missing,300,100,0.5419999999999999,0.458,0.9033333333333333,0.0,0.47056638888399555
deepseek_v4_pro,plan_first,calendar,side_effect,unrelated_side_effect,300,100,0.5419999999999999,0.458,0.9033333333333333,0.0,0.47056638888399555
deepseek_v4_pro,plan_first,calendar,temporal,wrong_duration,300,100,0.5419999999999999,0.458,0.9033333333333333,0.0,0.47056638888399555
deepseek_v4_pro,plan_first,calendar,temporal,wrong_time_window,300,100,0.5419999999999999,0.458,0.9033333333333333,0.0,0.47056638888399555
deepseek_v4_pro,plan_first,calendar,terminal_state,terminal_state_incomplete,300,100,0.5419999999999999,0.458,0.9033333333333333,0.0,0.47056638888399555
deepseek_v4_pro,plan_first,crm_workflow,artifact_content,missing_resolution_artifact,300,100,0.55,0.45,0.9166666666666666,0.0,0.5971907806090402
deepseek_v4_pro,plan_first,crm_workflow,conflict,conflict_injection,300,100,0.55,0.45,0.9166666666666666,0.0,0.5971907806090402
deepseek_v4_pro,plan_first,crm_workflow,other,participant_omission,300,100,0.55,0.45,0.9166666666666666,0.0,0.5971907806090402
deepseek_v4_pro,plan_first,crm_workflow,policy_confirmation,policy_confirmation_missing,300,100,0.55,0.45,0.9166666666666666,0.0,0.5971907806090402
deepseek_v4_pro,plan_first,crm_workflow,side_effect,unrelated_side_effect,300,100,0.55,0.45,0.9166666666666666,0.0,0.5971907806090402
deepseek_v4_pro,plan_first,crm_workflow,terminal_state,terminal_state_incomplete,300,100,0.55,0.45,0.9166666666666666,0.0,0.5971907806090402
deepseek_v4_pro,plan_first,crm_workflow,workflow_ownership,wrong_owner,300,100,0.55,0.45,0.9166666666666666,0.0,0.5971907806090402
deepseek_v4_pro,plan_first,email,artifact_content,wrong_attachment,300,100,0.5539999999999999,0.44600000000000006,0.9233333333333333,0.0,0.590437123086403
deepseek_v4_pro,plan_first,email,conflict,conflict_injection,300,100,0.5539999999999999,0.44600000000000006,0.9233333333333333,0.0,0.590437123086403
deepseek_v4_pro,plan_first,email,other,participant_omission,300,100,0.5539999999999999,0.44600000000000006,0.9233333333333333,0.0,0.590437123086403
deepseek_v4_pro,plan_first,email,policy_confirmation,policy_confirmation_missing,300,100,0.5539999999999999,0.44600000000000006,0.9233333333333333,0.0,0.590437123086403
deepseek_v4_pro,plan_first,email,recipient_permission,extra_recipient,300,100,0.5539999999999999,0.44600000000000006,0.9233333333333333,0.0,0.590437123086403
deepseek_v4_pro,plan_first,email,side_effect,unrelated_side_effect,300,100,0.5539999999999999,0.44600000000000006,0.9233333333333333,0.0,0.590437123086403
deepseek_v4_pro,plan_first,email,terminal_state,terminal_state_incomplete,300,100,0.5539999999999999,0.44600000000000006,0.9233333333333333,0.0,0.590437123086403
deepseek_v4_pro,plan_first,file_doc,artifact_content,wrong_folder,300,100,0.5359999999999999,0.4640000000000001,0.8933333333333333,0.0,0.6075296336222369
deepseek_v4_pro,plan_first,file_doc,conflict,conflict_injection,300,100,0.5359999999999999,0.4640000000000001,0.8933333333333333,0.0,0.6075296336222369
deepseek_v4_pro,plan_first,file_doc,other,participant_omission,300,100,0.5359999999999999,0.4640000000000001,0.8933333333333333,0.0,0.6075296336222369
deepseek_v4_pro,plan_first,file_doc,policy_confirmation,policy_confirmation_missing,300,100,0.5359999999999999,0.4640000000000001,0.8933333333333333,0.0,0.6075296336222369
deepseek_v4_pro,plan_first,file_doc,recipient_permission,overbroad_share,300,100,0.5359999999999999,0.4640000000000001,0.8933333333333333,0.0,0.6075296336222369
deepseek_v4_pro,plan_first,file_doc,side_effect,unrelated_side_effect,300,100,0.5359999999999999,0.4640000000000001,0.8933333333333333,0.0,0.6075296336222369
deepseek_v4_pro,plan_first,file_doc,terminal_state,terminal_state_incomplete,300,100,0.5359999999999999,0.4640000000000001,0.8933333333333333,0.0,0.6075296336222369
deepseek_v4_pro,plan_first,sheet_db,artifact_content,wrong_export_asset,300,100,0.5559999999999999,0.44400000000000006,0.9266666666666666,0.0,0.5657600965027604
deepseek_v4_pro,plan_first,sheet_db,conflict,conflict_injection,300,100,0.5559999999999999,0.44400000000000006,0.9266666666666666,0.0,0.5657600965027604
deepseek_v4_pro,plan_first,sheet_db,other,participant_omission,300,100,0.5559999999999999,0.44400000000000006,0.9266666666666666,0.0,0.5657600965027604
deepseek_v4_pro,plan_first,sheet_db,policy_confirmation,policy_confirmation_missing,300,100,0.5559999999999999,0.44400000000000006,0.9266666666666666,0.0,0.5657600965027604
deepseek_v4_pro,plan_first,sheet_db,side_effect,unrelated_side_effect,300,100,0.5559999999999999,0.44400000000000006,0.9266666666666666,0.0,0.5657600965027604
deepseek_v4_pro,plan_first,sheet_db,state_integrity,formula_damage,300,100,0.5559999999999999,0.44400000000000006,0.9266666666666666,0.0,0.5657600965027604
deepseek_v4_pro,plan_first,sheet_db,terminal_state,terminal_state_incomplete,300,100,0.5559999999999999,0.44400000000000006,0.9266666666666666,0.0,0.5657600965027604
deepseek_v4_pro,spec_first,calendar,conflict,conflict_injection,300,100,0.41,0.59,0.6833333333333333,0.023333333333333334,0.5947967182969337
deepseek_v4_pro,spec_first,calendar,other,participant_omission,300,100,0.41,0.59,0.6833333333333333,0.023333333333333334,0.5947967182969337
deepseek_v4_pro,spec_first,calendar,policy_confirmation,policy_confirmation_missing,300,100,0.41,0.59,0.6833333333333333,0.023333333333333334,0.5947967182969337
deepseek_v4_pro,spec_first,calendar,side_effect,unrelated_side_effect,300,100,0.41,0.59,0.6833333333333333,0.023333333333333334,0.5947967182969337
deepseek_v4_pro,spec_first,calendar,temporal,wrong_duration,300,100,0.41,0.59,0.6833333333333333,0.023333333333333334,0.5947967182969337
deepseek_v4_pro,spec_first,calendar,temporal,wrong_time_window,300,100,0.41,0.59,0.6833333333333333,0.023333333333333334,0.5947967182969337
deepseek_v4_pro,spec_first,calendar,terminal_state,terminal_state_incomplete,300,100,0.41,0.59,0.6833333333333333,0.023333333333333334,0.5947967182969337
deepseek_v4_pro,spec_first,crm_workflow,artifact_content,missing_resolution_artifact,300,100,0.39599999999999996,0.6040000000000001,0.66,0.09666666666666666,0.6617335089978447
deepseek_v4_pro,spec_first,crm_workflow,conflict,conflict_injection,300,100,0.39599999999999996,0.6040000000000001,0.66,0.09666666666666666,0.6617335089978447
deepseek_v4_pro,spec_first,crm_workflow,other,participant_omission,300,100,0.39599999999999996,0.6040000000000001,0.66,0.09666666666666666,0.6617335089978447
deepseek_v4_pro,spec_first,crm_workflow,policy_confirmation,policy_confirmation_missing,300,100,0.39599999999999996,0.6040000000000001,0.66,0.09666666666666666,0.6617335089978447
deepseek_v4_pro,spec_first,crm_workflow,side_effect,unrelated_side_effect,300,100,0.39599999999999996,0.6040000000000001,0.66,0.09666666666666666,0.6617335089978447
deepseek_v4_pro,spec_first,crm_workflow,terminal_state,terminal_state_incomplete,300,100,0.39599999999999996,0.6040000000000001,0.66,0.09666666666666666,0.6617335089978447
deepseek_v4_pro,spec_first,crm_workflow,workflow_ownership,wrong_owner,300,100,0.39599999999999996,0.6040000000000001,0.66,0.09666666666666666,0.6617335089978447
deepseek_v4_pro,spec_first,email,artifact_content,wrong_attachment,300,100,0.37,0.63,0.6166666666666667,0.1,0.6431614096088722
deepseek_v4_pro,spec_first,email,conflict,conflict_injection,300,100,0.37,0.63,0.6166666666666667,0.1,0.6431614096088722
deepseek_v4_pro,spec_first,email,other,participant_omission,300,100,0.37,0.63,0.6166666666666667,0.1,0.6431614096088722
deepseek_v4_pro,spec_first,email,policy_confirmation,policy_confirmation_missing,300,100,0.37,0.63,0.6166666666666667,0.1,0.6431614096088722
deepseek_v4_pro,spec_first,email,recipient_permission,extra_recipient,300,100,0.37,0.63,0.6166666666666667,0.1,0.6431614096088722
deepseek_v4_pro,spec_first,email,side_effect,unrelated_side_effect,300,100,0.37,0.63,0.6166666666666667,0.1,0.6431614096088722
deepseek_v4_pro,spec_first,email,terminal_state,terminal_state_incomplete,300,100,0.37,0.63,0.6166666666666667,0.1,0.6431614096088722
deepseek_v4_pro,spec_first,file_doc,artifact_content,wrong_folder,300,100,0.4,0.6,0.6666666666666666,0.0033333333333333335,0.6797946570619272
deepseek_v4_pro,spec_first,file_doc,conflict,conflict_injection,300,100,0.4,0.6,0.6666666666666666,0.0033333333333333335,0.6797946570619272
deepseek_v4_pro,spec_first,file_doc,other,participant_omission,300,100,0.4,0.6,0.6666666666666666,0.0033333333333333335,0.6797946570619272
deepseek_v4_pro,spec_first,file_doc,policy_confirmation,policy_confirmation_missing,300,100,0.4,0.6,0.6666666666666666,0.0033333333333333335,0.6797946570619272
deepseek_v4_pro,spec_first,file_doc,recipient_permission,overbroad_share,300,100,0.4,0.6,0.6666666666666666,0.0033333333333333335,0.6797946570619272
